approval_id,workflow_run_id,request_id,approval_required,decision,reviewer_name,review_comment,reviewed_at,sla_hours
APR-1599-01,RUN-1599-01,REQ-1599,1,Pending,A. Shah,Pending sourcing manager review.,2026-02-27 11:15:00,7.0
APR-1600-01,RUN-1600-01,REQ-1600,1,Rejected,R. Patel,Rejected because validation found likely infeasibility.,2026-01-31 07:49:00,13.0
APR-1601-01,RUN-1601-01,REQ-1601,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-04-13 11:03:00,18.0
APR-1602-01,RUN-1602-01,REQ-1602,1,Rejected,M. Chen,Rejected because validation found likely infeasibility.,2026-04-03 09:05:00,4.0
APR-1603-01,RUN-1603-01,REQ-1603,1,Rejected,S. Walker,Rejected due to policy or portfolio concerns.,2026-03-09 23:59:00,8.0
APR-1604-01,RUN-1604-01,REQ-1604,1,Rejected,S. Walker,Rejected due to policy or portfolio concerns.,2026-03-10 01:06:00,21.0
APR-1605-01,RUN-1605-01,REQ-1605,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-02-28 02:21:00,10.0
APR-1606-01,RUN-1606-01,REQ-1606,1,Rejected,A. Shah,Rejected due to policy or portfolio concerns.,2026-01-14 22:25:00,3.0
APR-1607-01,RUN-1607-01,REQ-1607,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-11 13:39:00,1.0
APR-1608-01,RUN-1608-01,REQ-1608,1,Rejected,M. Chen,Rejected because validation found likely infeasibility.,2026-04-04 10:34:00,23.0
APR-1609-01,RUN-1609-01,REQ-1609,1,Rejected,J. Morgan,Rejected because validation found likely infeasibility.,2026-03-15 22:55:00,19.0
APR-1610-01,RUN-1610-01,REQ-1610,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-03-24 13:04:00,17.0
APR-1611-01,RUN-1611-01,REQ-1611,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-01-11 04:36:00,11.0
APR-1612-01,RUN-1612-01,REQ-1612,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-14 23:45:00,1.0
APR-1613-01,RUN-1613-01,REQ-1613,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-09 20:16:00,4.0
APR-1614-01,RUN-1614-01,REQ-1614,1,Pending,M. Chen,Pending sourcing manager review.,2026-04-01 14:40:00,6.0
APR-1615-01,RUN-1615-01,REQ-1615,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-09 12:04:00,1.0
APR-1616-01,RUN-1616-01,REQ-1616,1,Rejected,M. Chen,Rejected because validation found likely infeasibility.,2026-03-03 16:03:00,9.0
APR-1617-01,RUN-1617-01,REQ-1617,1,Approved,R. Patel,Approved after review of trade-offs and feasibility warnings.,2026-01-18 01:58:00,14.0
APR-1618-01,RUN-1618-01,REQ-1618,1,Rejected,A. Shah,Rejected due to policy or portfolio concerns.,2026-02-23 12:30:00,3.0
APR-1619-01,RUN-1619-01,REQ-1619,1,Rejected,R. Patel,Rejected due to policy or portfolio concerns.,2026-03-31 00:22:00,16.0
APR-1620-01,RUN-1620-01,REQ-1620,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-04-05 05:42:00,23.0
APR-1621-01,RUN-1621-01,REQ-1621,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-04-10 22:10:00,16.0
APR-1622-01,RUN-1622-01,REQ-1622,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-02-07 00:46:00,23.0
APR-1623-01,RUN-1623-01,REQ-1623,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-27 15:08:00,5.0
APR-1624-01,RUN-1624-01,REQ-1624,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-04-09 01:37:00,12.0
APR-1625-01,RUN-1625-01,REQ-1625,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-03-18 20:49:00,3.0
APR-1626-01,RUN-1626-01,REQ-1626,1,Pending,S. Walker,Pending sourcing manager review.,2026-03-24 22:54:00,7.0
APR-1627-01,RUN-1627-01,REQ-1627,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-01-14 10:51:00,7.0
APR-1628-01,RUN-1628-01,REQ-1628,1,Rejected,S. Walker,Rejected due to policy or portfolio concerns.,2026-01-23 10:06:00,17.0
APR-1629-01,RUN-1629-01,REQ-1629,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-03-30 15:25:00,22.0
APR-1630-01,RUN-1630-01,REQ-1630,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-01-19 08:22:00,23.0
APR-1631-01,RUN-1631-01,REQ-1631,1,Rejected,S. Walker,Rejected due to policy or portfolio concerns.,2026-03-30 13:12:00,1.0
APR-1632-01,RUN-1632-01,REQ-1632,1,Pending,M. Chen,Pending sourcing manager review.,2026-02-04 06:40:00,19.0
APR-1633-01,RUN-1633-01,REQ-1633,1,Approved,J. Morgan,Approved after review of trade-offs and feasibility warnings.,2026-01-26 10:34:00,7.0
APR-1634-01,RUN-1634-01,REQ-1634,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-03-28 01:41:00,15.0
APR-1635-01,RUN-1635-01,REQ-1635,1,Rejected,A. Shah,Rejected because validation found likely infeasibility.,2026-03-03 10:02:00,1.0
APR-1636-01,RUN-1636-01,REQ-1636,1,Approved,R. Patel,Approved after review of trade-offs and feasibility warnings.,2026-01-28 19:00:00,9.0
APR-1637-01,RUN-1637-01,REQ-1637,1,Rejected,S. Walker,Rejected due to policy or portfolio concerns.,2026-01-30 09:22:00,13.0
APR-1638-01,RUN-1638-01,REQ-1638,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-26 12:23:00,13.0
APR-1639-01,RUN-1639-01,REQ-1639,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-16 07:32:00,22.0
APR-1640-01,RUN-1640-01,REQ-1640,1,Approved,J. Morgan,Approved after review of trade-offs and feasibility warnings.,2026-02-20 00:05:00,23.0
APR-1641-01,RUN-1641-01,REQ-1641,1,Rejected,M. Chen,Rejected due to policy or portfolio concerns.,2026-02-19 13:18:00,8.0
APR-1642-01,RUN-1642-01,REQ-1642,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-24 02:35:00,7.0
APR-1643-01,RUN-1643-01,REQ-1643,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-03-30 05:32:00,16.0
APR-1644-01,RUN-1644-01,REQ-1644,1,Pending,A. Shah,Pending sourcing manager review.,2026-01-20 19:20:00,11.0
APR-1645-01,RUN-1645-01,REQ-1645,1,Pending,J. Morgan,Pending sourcing manager review.,2026-02-11 16:40:00,1.0
APR-1646-01,RUN-1646-01,REQ-1646,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-04-05 10:49:00,19.0
APR-1647-01,RUN-1647-01,REQ-1647,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-24 07:23:00,16.0
APR-1648-01,RUN-1648-01,REQ-1648,1,Rejected,A. Shah,Rejected because validation found likely infeasibility.,2026-01-13 22:21:00,9.0
APR-1649-01,RUN-1649-01,REQ-1649,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-04-08 08:39:00,7.0
APR-1650-01,RUN-1650-01,REQ-1650,1,Approved,M. Chen,Approved after review of trade-offs and feasibility warnings.,2026-04-05 04:12:00,10.0
APR-1651-01,RUN-1651-01,REQ-1651,1,Rejected,M. Chen,Rejected because validation found likely infeasibility.,2026-02-23 18:08:00,1.0
APR-1652-01,RUN-1652-01,REQ-1652,1,Rejected,S. Walker,Rejected because validation found likely infeasibility.,2026-03-12 05:17:00,11.0
APR-1653-01,RUN-1653-01,REQ-1653,1,Pending,J. Morgan,Pending sourcing manager review.,2026-01-22 23:08:00,10.0
APR-1654-01,RUN-1654-01,REQ-1654,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-30 01:18:00,10.0
APR-1655-01,RUN-1655-01,REQ-1655,1,Rejected,J. Morgan,Rejected because validation found likely infeasibility.,2026-01-12 16:25:00,23.0
APR-1656-01,RUN-1656-01,REQ-1656,1,Approved,J. Morgan,Approved after review of trade-offs and feasibility warnings.,2026-04-06 06:45:00,20.0
APR-1657-01,RUN-1657-01,REQ-1657,1,Approved,M. Chen,Approved after review of trade-offs and feasibility warnings.,2026-03-03 04:40:00,11.0
APR-1658-01,RUN-1658-01,REQ-1658,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-21 06:49:00,20.0
APR-1659-01,RUN-1659-01,REQ-1659,1,Pending,A. Shah,Pending sourcing manager review.,2026-03-23 08:44:00,16.0
APR-1660-01,RUN-1660-01,REQ-1660,1,Approved,M. Chen,Approved after review of trade-offs and feasibility warnings.,2026-01-08 00:35:00,11.0
APR-1661-01,RUN-1661-01,REQ-1661,1,Pending,J. Morgan,Pending sourcing manager review.,2026-01-30 06:21:00,5.0
APR-1662-01,RUN-1662-01,REQ-1662,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-23 17:38:00,22.0
APR-1663-01,RUN-1663-01,REQ-1663,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-29 01:40:00,12.0
APR-1664-01,RUN-1664-01,REQ-1664,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-01 01:54:00,18.0
APR-1665-01,RUN-1665-01,REQ-1665,1,Pending,R. Patel,Pending sourcing manager review.,2026-02-05 07:36:00,12.0
APR-1666-01,RUN-1666-01,REQ-1666,1,Rejected,R. Patel,Rejected due to policy or portfolio concerns.,2026-03-01 10:35:00,4.0
APR-1667-01,RUN-1667-01,REQ-1667,1,Rejected,M. Chen,Rejected because validation found likely infeasibility.,2026-02-24 08:16:00,20.0
APR-1668-01,RUN-1668-01,REQ-1668,1,Rejected,A. Shah,Rejected due to policy or portfolio concerns.,2026-02-07 18:53:00,14.0
APR-1669-01,RUN-1669-01,REQ-1669,1,Rejected,A. Shah,Rejected due to policy or portfolio concerns.,2026-03-21 06:00:00,10.0
APR-1670-01,RUN-1670-01,REQ-1670,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-16 16:18:00,17.0
APR-1671-01,RUN-1671-01,REQ-1671,1,Pending,M. Chen,Pending sourcing manager review.,2026-03-20 08:54:00,8.0
APR-1672-01,RUN-1672-01,REQ-1672,1,Rejected,S. Walker,Rejected because validation found likely infeasibility.,2026-01-16 18:00:00,16.0
APR-1673-01,RUN-1673-01,REQ-1673,1,Rejected,J. Morgan,Rejected because validation found likely infeasibility.,2026-01-22 06:08:00,18.0
APR-1674-01,RUN-1674-01,REQ-1674,1,Approved,M. Chen,Approved after review of trade-offs and feasibility warnings.,2026-01-15 05:09:00,16.0
APR-1675-01,RUN-1675-01,REQ-1675,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-25 09:23:00,7.0
APR-1676-01,RUN-1676-01,REQ-1676,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-24 20:41:00,13.0
APR-1677-01,RUN-1677-01,REQ-1677,1,Rejected,J. Morgan,Rejected because validation found likely infeasibility.,2026-03-12 15:52:00,21.0
APR-1678-01,RUN-1678-01,REQ-1678,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-04-10 03:41:00,7.0
APR-1679-01,RUN-1679-01,REQ-1679,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-20 11:42:00,5.0
APR-1680-01,RUN-1680-01,REQ-1680,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-30 23:52:00,8.0
APR-1681-01,RUN-1681-01,REQ-1681,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-21 02:18:00,18.0
APR-1682-01,RUN-1682-01,REQ-1682,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-01-27 22:57:00,23.0
APR-1683-01,RUN-1683-01,REQ-1683,1,Approved,M. Chen,Approved after review of trade-offs and feasibility warnings.,2026-02-22 04:21:00,15.0
APR-1684-01,RUN-1684-01,REQ-1684,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-12 23:13:00,12.0
APR-1685-01,RUN-1685-01,REQ-1685,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-24 20:23:00,17.0
APR-1686-01,RUN-1686-01,REQ-1686,1,Rejected,R. Patel,Rejected because validation found likely infeasibility.,2026-04-08 06:15:00,14.0
APR-1687-01,RUN-1687-01,REQ-1687,1,Rejected,S. Walker,Rejected due to policy or portfolio concerns.,2026-01-31 09:03:00,9.0
APR-1688-01,RUN-1688-01,REQ-1688,1,Approved,J. Morgan,Approved after review of trade-offs and feasibility warnings.,2026-03-03 18:27:00,16.0
APR-1689-01,RUN-1689-01,REQ-1689,1,Approved,R. Patel,Approved after review of trade-offs and feasibility warnings.,2026-01-31 02:36:00,8.0
APR-1690-01,RUN-1690-01,REQ-1690,1,Pending,S. Walker,Pending sourcing manager review.,2026-01-08 20:22:00,5.0
APR-1691-01,RUN-1691-01,REQ-1691,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-24 02:26:00,2.0
APR-1692-01,RUN-1692-01,REQ-1692,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-02-07 00:09:00,15.0
APR-1693-01,RUN-1693-01,REQ-1693,1,Approved,R. Patel,Approved after review of trade-offs and feasibility warnings.,2026-03-14 18:20:00,6.0
APR-1694-01,RUN-1694-01,REQ-1694,1,Approved,J. Morgan,Approved after review of trade-offs and feasibility warnings.,2026-01-14 07:09:00,13.0
APR-1695-01,RUN-1695-01,REQ-1695,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-17 12:52:00,2.0
APR-1696-01,RUN-1696-01,REQ-1696,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-02-05 20:52:00,17.0
APR-1697-01,RUN-1697-01,REQ-1697,1,Approved,R. Patel,Approved after review of trade-offs and feasibility warnings.,2026-03-17 01:51:00,4.0
APR-1698-01,RUN-1698-01,REQ-1698,1,Pending,A. Shah,Pending sourcing manager review.,2026-02-28 04:16:00,9.0
APR-1699-01,RUN-1699-01,REQ-1699,1,Pending,R. Patel,Pending sourcing manager review.,2026-04-08 18:31:00,12.0
APR-1700-01,RUN-1700-01,REQ-1700,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-03-22 21:00:00,4.0
APR-1701-01,RUN-1701-01,REQ-1701,1,Pending,R. Patel,Pending sourcing manager review.,2026-03-12 07:33:00,23.0
APR-1702-01,RUN-1702-01,REQ-1702,1,Rejected,S. Walker,Rejected due to policy or portfolio concerns.,2026-04-05 06:22:00,3.0
APR-1703-01,RUN-1703-01,REQ-1703,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-02-15 13:43:00,4.0
APR-1704-01,RUN-1704-01,REQ-1704,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-01-08 18:03:00,1.0
APR-1705-01,RUN-1705-01,REQ-1705,1,Rejected,M. Chen,Rejected due to policy or portfolio concerns.,2026-02-25 06:59:00,3.0
APR-1706-01,RUN-1706-01,REQ-1706,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-02-18 06:30:00,6.0
APR-1707-01,RUN-1707-01,REQ-1707,1,Rejected,S. Walker,Rejected because validation found likely infeasibility.,2026-03-28 16:55:00,24.0
APR-1708-01,RUN-1708-01,REQ-1708,1,Rejected,A. Shah,Rejected because validation found likely infeasibility.,2026-02-13 01:02:00,11.0
APR-1709-01,RUN-1709-01,REQ-1709,1,Approved,R. Patel,Approved after review of trade-offs and feasibility warnings.,2026-01-24 06:16:00,21.0
APR-1710-01,RUN-1710-01,REQ-1710,1,Rejected,R. Patel,Rejected because validation found likely infeasibility.,2026-02-26 18:53:00,13.0
APR-1711-01,RUN-1711-01,REQ-1711,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-08 21:49:00,12.0
APR-1712-01,RUN-1712-01,REQ-1712,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-06 09:17:00,9.0
APR-1713-01,RUN-1713-01,REQ-1713,1,Rejected,M. Chen,Rejected because validation found likely infeasibility.,2026-04-09 14:03:00,24.0
APR-1714-01,RUN-1714-01,REQ-1714,1,Rejected,S. Walker,Rejected because validation found likely infeasibility.,2026-04-03 16:13:00,17.0
APR-1715-01,RUN-1715-01,REQ-1715,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-25 00:28:00,8.0
APR-1716-01,RUN-1716-01,REQ-1716,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-11 15:41:00,13.0
APR-1717-01,RUN-1717-01,REQ-1717,1,Pending,J. Morgan,Pending sourcing manager review.,2026-03-17 20:10:00,8.0
APR-1718-01,RUN-1718-01,REQ-1718,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-11 22:46:00,16.0
APR-1719-01,RUN-1719-01,REQ-1719,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-01-15 18:06:00,9.0
APR-1720-01,RUN-1720-01,REQ-1720,1,Rejected,A. Shah,Rejected because validation found likely infeasibility.,2026-01-14 02:58:00,7.0
APR-1721-01,RUN-1721-01,REQ-1721,1,Rejected,R. Patel,Rejected due to policy or portfolio concerns.,2026-02-15 17:40:00,22.0
APR-1722-01,RUN-1722-01,REQ-1722,1,Rejected,R. Patel,Rejected because validation found likely infeasibility.,2026-01-19 20:04:00,21.0
APR-1723-01,RUN-1723-01,REQ-1723,1,Approved,R. Patel,Approved after review of trade-offs and feasibility warnings.,2026-03-13 05:41:00,11.0
APR-1724-01,RUN-1724-01,REQ-1724,1,Approved,J. Morgan,Approved after review of trade-offs and feasibility warnings.,2026-01-06 12:53:00,14.0
APR-1725-01,RUN-1725-01,REQ-1725,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-03-04 23:31:00,8.0
APR-1726-01,RUN-1726-01,REQ-1726,1,Rejected,A. Shah,Rejected due to policy or portfolio concerns.,2026-03-14 05:57:00,3.0
APR-1727-01,RUN-1727-01,REQ-1727,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-31 07:03:00,20.0
APR-1728-01,RUN-1728-01,REQ-1728,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-31 16:43:00,14.0
APR-1729-01,RUN-1729-01,REQ-1729,1,Approved,M. Chen,Approved after review of trade-offs and feasibility warnings.,2026-04-03 02:18:00,5.0
APR-1730-01,RUN-1730-01,REQ-1730,1,Rejected,M. Chen,Rejected due to policy or portfolio concerns.,2026-03-27 10:36:00,13.0
APR-1731-01,RUN-1731-01,REQ-1731,1,Approved,J. Morgan,Approved after review of trade-offs and feasibility warnings.,2026-02-22 00:12:00,9.0
APR-1732-01,RUN-1732-01,REQ-1732,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-23 03:24:00,22.0
APR-1733-01,RUN-1733-01,REQ-1733,1,Pending,M. Chen,Pending sourcing manager review.,2026-02-13 04:00:00,21.0
APR-1734-01,RUN-1734-01,REQ-1734,1,Pending,S. Walker,Pending sourcing manager review.,2026-04-07 09:57:00,7.0
APR-1735-01,RUN-1735-01,REQ-1735,1,Pending,S. Walker,Pending sourcing manager review.,2026-01-16 04:32:00,8.0
APR-1736-01,RUN-1736-01,REQ-1736,1,Approved,J. Morgan,Approved after review of trade-offs and feasibility warnings.,2026-01-20 17:19:00,2.0
APR-1737-01,RUN-1737-01,REQ-1737,1,Approved,J. Morgan,Approved after review of trade-offs and feasibility warnings.,2026-04-02 12:44:00,22.0
APR-1738-01,RUN-1738-01,REQ-1738,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-04-12 04:31:00,21.0
APR-1739-01,RUN-1739-01,REQ-1739,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-16 20:43:00,15.0
APR-1740-01,RUN-1740-01,REQ-1740,1,Rejected,A. Shah,Rejected due to policy or portfolio concerns.,2026-01-28 03:28:00,19.0
APR-1741-01,RUN-1741-01,REQ-1741,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-17 00:48:00,7.0
APR-1742-01,RUN-1742-01,REQ-1742,1,Approved,R. Patel,Approved after review of trade-offs and feasibility warnings.,2026-02-08 03:23:00,23.0
APR-1743-01,RUN-1743-01,REQ-1743,1,Approved,J. Morgan,Approved after review of trade-offs and feasibility warnings.,2026-01-16 23:42:00,14.0
APR-1744-01,RUN-1744-01,REQ-1744,1,Approved,R. Patel,Approved after review of trade-offs and feasibility warnings.,2026-03-27 16:14:00,4.0
APR-1745-01,RUN-1745-01,REQ-1745,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-03-15 22:08:00,23.0
APR-1746-01,RUN-1746-01,REQ-1746,1,Rejected,R. Patel,Rejected due to policy or portfolio concerns.,2026-01-11 08:12:00,1.0
APR-1747-01,RUN-1747-01,REQ-1747,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-14 13:55:00,8.0
APR-1748-01,RUN-1748-01,REQ-1748,1,Pending,R. Patel,Pending sourcing manager review.,2026-01-14 22:49:00,21.0
APR-1749-01,RUN-1749-01,REQ-1749,1,Approved,R. Patel,Approved after review of trade-offs and feasibility warnings.,2026-03-06 22:53:00,7.0
APR-1750-01,RUN-1750-01,REQ-1750,1,Pending,S. Walker,Pending sourcing manager review.,2026-03-28 20:47:00,2.0
APR-1751-01,RUN-1751-01,REQ-1751,1,Pending,A. Shah,Pending sourcing manager review.,2026-01-07 11:51:00,6.0
APR-1752-01,RUN-1752-01,REQ-1752,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-11 23:29:00,16.0
APR-1753-01,RUN-1753-01,REQ-1753,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-12 17:27:00,19.0
APR-1754-01,RUN-1754-01,REQ-1754,1,Rejected,R. Patel,Rejected because validation found likely infeasibility.,2026-01-27 00:09:00,23.0
APR-1755-01,RUN-1755-01,REQ-1755,1,Approved,J. Morgan,Approved after review of trade-offs and feasibility warnings.,2026-02-13 05:35:00,23.0
APR-1756-01,RUN-1756-01,REQ-1756,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-06 20:48:00,4.0
APR-1757-01,RUN-1757-01,REQ-1757,1,Pending,R. Patel,Pending sourcing manager review.,2026-01-16 16:31:00,20.0
APR-1758-01,RUN-1758-01,REQ-1758,1,Rejected,R. Patel,Rejected because validation found likely infeasibility.,2026-02-18 22:39:00,9.0
APR-1759-01,RUN-1759-01,REQ-1759,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-08 12:12:00,10.0
APR-1760-01,RUN-1760-01,REQ-1760,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-19 05:14:00,20.0
APR-1761-01,RUN-1761-01,REQ-1761,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-04-02 00:42:00,11.0
APR-1762-01,RUN-1762-01,REQ-1762,1,Rejected,R. Patel,Rejected because validation found likely infeasibility.,2026-02-16 04:47:00,5.0
APR-1763-01,RUN-1763-01,REQ-1763,1,Rejected,A. Shah,Rejected due to policy or portfolio concerns.,2026-02-10 02:53:00,23.0
APR-1764-01,RUN-1764-01,REQ-1764,1,Pending,S. Walker,Pending sourcing manager review.,2026-01-31 17:58:00,23.0
APR-1765-01,RUN-1765-01,REQ-1765,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-31 17:45:00,12.0
APR-1766-01,RUN-1766-01,REQ-1766,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-03-05 08:06:00,11.0
APR-1767-01,RUN-1767-01,REQ-1767,1,Approved,M. Chen,Approved after review of trade-offs and feasibility warnings.,2026-03-24 23:04:00,1.0
APR-1768-01,RUN-1768-01,REQ-1768,1,Rejected,A. Shah,Rejected because validation found likely infeasibility.,2026-03-08 21:55:00,14.0
APR-1769-01,RUN-1769-01,REQ-1769,1,Rejected,A. Shah,Rejected because validation found likely infeasibility.,2026-04-07 21:48:00,21.0
APR-1770-01,RUN-1770-01,REQ-1770,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-04-02 23:49:00,15.0
APR-1771-01,RUN-1771-01,REQ-1771,1,Approved,M. Chen,Approved after review of trade-offs and feasibility warnings.,2026-03-02 13:21:00,15.0
APR-1772-01,RUN-1772-01,REQ-1772,1,Pending,J. Morgan,Pending sourcing manager review.,2026-03-10 13:55:00,10.0
APR-1773-01,RUN-1773-01,REQ-1773,1,Rejected,R. Patel,Rejected because validation found likely infeasibility.,2026-03-28 14:06:00,19.0
APR-1774-01,RUN-1774-01,REQ-1774,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-19 08:34:00,6.0
APR-1775-01,RUN-1775-01,REQ-1775,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-05 16:57:00,8.0
APR-1776-01,RUN-1776-01,REQ-1776,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-10 04:39:00,11.0
APR-1777-01,RUN-1777-01,REQ-1777,1,Pending,A. Shah,Pending sourcing manager review.,2026-02-15 07:38:00,23.0
APR-1778-01,RUN-1778-01,REQ-1778,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-06 17:27:00,7.0
APR-1779-01,RUN-1779-01,REQ-1779,1,Approved,J. Morgan,Approved after review of trade-offs and feasibility warnings.,2026-03-22 17:22:00,6.0
APR-1780-01,RUN-1780-01,REQ-1780,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-31 06:10:00,14.0
APR-1781-01,RUN-1781-01,REQ-1781,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-10 20:14:00,9.0
APR-1782-01,RUN-1782-01,REQ-1782,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-24 10:19:00,24.0
APR-1783-01,RUN-1783-01,REQ-1783,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-23 14:09:00,17.0
APR-1784-01,RUN-1784-01,REQ-1784,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-18 20:38:00,20.0
APR-1785-01,RUN-1785-01,REQ-1785,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-01 14:55:00,16.0
APR-1786-01,RUN-1786-01,REQ-1786,1,Pending,A. Shah,Pending sourcing manager review.,2026-02-24 04:59:00,22.0
APR-1787-01,RUN-1787-01,REQ-1787,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-13 18:30:00,2.0
APR-1788-01,RUN-1788-01,REQ-1788,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-02-22 21:18:00,1.0
APR-1789-01,RUN-1789-01,REQ-1789,1,Rejected,S. Walker,Rejected because validation found likely infeasibility.,2026-02-23 21:42:00,18.0
APR-1790-01,RUN-1790-01,REQ-1790,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-04-12 16:38:00,4.0
APR-1791-01,RUN-1791-01,REQ-1791,1,Pending,M. Chen,Pending sourcing manager review.,2026-02-15 15:39:00,20.0
APR-1792-01,RUN-1792-01,REQ-1792,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-10 18:28:00,10.0
APR-1793-01,RUN-1793-01,REQ-1793,1,Approved,R. Patel,Approved after review of trade-offs and feasibility warnings.,2026-02-28 13:29:00,3.0
APR-1794-01,RUN-1794-01,REQ-1794,1,Approved,M. Chen,Approved after review of trade-offs and feasibility warnings.,2026-04-09 21:04:00,9.0
APR-1795-01,RUN-1795-01,REQ-1795,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-08 14:33:00,19.0
APR-1796-01,RUN-1796-01,REQ-1796,1,Approved,R. Patel,Approved after review of trade-offs and feasibility warnings.,2026-04-03 10:37:00,3.0
APR-1797-01,RUN-1797-01,REQ-1797,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-08 17:29:00,23.0
