recommendation_id,workflow_run_id,request_id,recommendation_status,headline,detail,selected_suppliers,estimated_total_cost,generated_at
REC-1645-01,RUN-1645-01,REQ-1645,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-11 18:00:00
REC-1646-01,RUN-1646-01,REQ-1646,generated,"Allocate 55,000 units across 5 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,5.0,804719.63,2026-04-05 02:09:00
REC-1647-01,RUN-1647-01,REQ-1647,generated,"Allocate 110,000 units across 3 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,3.0,1193768.7,2026-02-25 01:43:00
REC-1648-01,RUN-1648-01,REQ-1648,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-13 15:41:00
REC-1649-01,RUN-1649-01,REQ-1649,generated,"Allocate 70,000 units across 5 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,5.0,617329.86,2026-04-08 04:59:00
REC-1650-01,RUN-1650-01,REQ-1650,generated,"Allocate 55,000 units across 3 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,3.0,693075.08,2026-04-06 06:32:00
REC-1651-01,RUN-1651-01,REQ-1651,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-24 05:28:00
REC-1652-01,RUN-1652-01,REQ-1652,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-12 11:37:00
REC-1653-01,RUN-1653-01,REQ-1653,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-23 16:28:00
REC-1654-01,RUN-1654-01,REQ-1654,generated,"Allocate 55,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,778693.66,2026-01-30 11:38:00
REC-1655-01,RUN-1655-01,REQ-1655,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-12 10:45:00
REC-1656-01,RUN-1656-01,REQ-1656,generated,"Allocate 135,000 units across 5 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,5.0,1892502.63,2026-04-06 13:05:00
REC-1657-01,RUN-1657-01,REQ-1657,generated,"Allocate 55,000 units across 4 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,4.0,605379.49,2026-03-03 16:00:00
REC-1658-01,RUN-1658-01,REQ-1658,generated,"Allocate 70,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,836246.92,2026-03-20 13:09:00
REC-1659-01,RUN-1659-01,REQ-1659,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-22 23:04:00
REC-1660-01,RUN-1660-01,REQ-1660,generated,"Allocate 90,000 units across 5 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,5.0,944722.76,2026-01-08 22:55:00
REC-1661-01,RUN-1661-01,REQ-1661,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-31 10:41:00
REC-1662-01,RUN-1662-01,REQ-1662,generated,"Allocate 70,000 units across 6 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,6.0,724626.22,2026-01-23 23:58:00
REC-1663-01,RUN-1663-01,REQ-1663,generated,"Allocate 40,000 units across 4 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,4.0,349498.68,2026-03-29 07:00:00
REC-1664-01,RUN-1664-01,REQ-1664,generated,"Allocate 70,000 units across 5 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,5.0,990298.92,2026-01-31 11:14:00
REC-1665-01,RUN-1665-01,REQ-1665,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-05 20:56:00
REC-1666-01,RUN-1666-01,REQ-1666,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-02 05:55:00
REC-1667-01,RUN-1667-01,REQ-1667,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-23 21:36:00
REC-1668-01,RUN-1668-01,REQ-1668,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-08 14:13:00
REC-1669-01,RUN-1669-01,REQ-1669,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-22 04:20:00
REC-1670-01,RUN-1670-01,REQ-1670,generated,"Allocate 40,000 units across 6 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,6.0,342438.55,2026-03-17 08:38:00
REC-1671-01,RUN-1671-01,REQ-1671,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-21 06:14:00
REC-1672-01,RUN-1672-01,REQ-1672,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-17 03:20:00
REC-1673-01,RUN-1673-01,REQ-1673,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-22 16:28:00
REC-1674-01,RUN-1674-01,REQ-1674,generated,"Allocate 110,000 units across 4 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,4.0,1235434.45,2026-01-15 05:29:00
REC-1675-01,RUN-1675-01,REQ-1675,generated,"Allocate 90,000 units across 6 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,6.0,844320.74,2026-02-25 16:43:00
REC-1676-01,RUN-1676-01,REQ-1676,generated,"Allocate 40,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,441963.24,2026-02-24 12:01:00
REC-1677-01,RUN-1677-01,REQ-1677,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-12 04:12:00
REC-1678-01,RUN-1678-01,REQ-1678,generated,"Allocate 70,000 units across 4 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,4.0,838451.15,2026-04-09 23:01:00
REC-1679-01,RUN-1679-01,REQ-1679,generated,"Allocate 40,000 units across 4 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,4.0,559844.06,2026-02-20 14:02:00
REC-1680-01,RUN-1680-01,REQ-1680,generated,"Allocate 90,000 units across 5 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,5.0,1334023.72,2026-01-31 05:12:00
REC-1681-01,RUN-1681-01,REQ-1681,generated,"Allocate 70,000 units across 6 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,6.0,605141.87,2026-01-21 09:38:00
REC-1682-01,RUN-1682-01,REQ-1682,generated,"Allocate 135,000 units across 4 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,4.0,1262112.82,2026-01-27 18:17:00
REC-1683-01,RUN-1683-01,REQ-1683,generated,"Allocate 110,000 units across 3 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,3.0,1295197.12,2026-02-22 07:41:00
REC-1684-01,RUN-1684-01,REQ-1684,generated,"Allocate 55,000 units across 5 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,5.0,779283.08,2026-03-13 16:33:00
REC-1685-01,RUN-1685-01,REQ-1685,generated,"Allocate 55,000 units across 4 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,4.0,699675.12,2026-02-24 04:43:00
REC-1686-01,RUN-1686-01,REQ-1686,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-04-09 01:35:00
REC-1687-01,RUN-1687-01,REQ-1687,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-31 14:23:00
REC-1688-01,RUN-1688-01,REQ-1688,generated,"Allocate 55,000 units across 3 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,3.0,758431.44,2026-03-03 10:47:00
REC-1689-01,RUN-1689-01,REQ-1689,generated,"Allocate 40,000 units across 4 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,4.0,379573.93,2026-01-31 11:56:00
REC-1690-01,RUN-1690-01,REQ-1690,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-09 12:42:00
REC-1691-01,RUN-1691-01,REQ-1691,generated,"Allocate 40,000 units across 5 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,5.0,471245.72,2026-03-24 16:46:00
REC-1692-01,RUN-1692-01,REQ-1692,generated,"Allocate 135,000 units across 4 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,4.0,1522796.25,2026-02-06 20:29:00
REC-1693-01,RUN-1693-01,REQ-1693,generated,"Allocate 90,000 units across 5 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,5.0,1186110.16,2026-03-15 07:40:00
REC-1694-01,RUN-1694-01,REQ-1694,generated,"Allocate 55,000 units across 6 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,6.0,581709.77,2026-01-13 23:29:00
REC-1695-01,RUN-1695-01,REQ-1695,generated,"Allocate 55,000 units across 6 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,6.0,765432.82,2026-02-17 19:12:00
REC-1696-01,RUN-1696-01,REQ-1696,generated,"Allocate 40,000 units across 4 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,4.0,444085.23,2026-02-06 10:12:00
REC-1697-01,RUN-1697-01,REQ-1697,generated,"Allocate 170,000 units across 4 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,4.0,2336928.06,2026-03-17 02:11:00
REC-1698-01,RUN-1698-01,REQ-1698,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-28 10:36:00
REC-1699-01,RUN-1699-01,REQ-1699,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-04-09 11:51:00
REC-1700-01,RUN-1700-01,REQ-1700,generated,"Allocate 40,000 units across 5 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,5.0,409027.08,2026-03-24 05:20:00
REC-1701-01,RUN-1701-01,REQ-1701,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-12 07:53:00
REC-1702-01,RUN-1702-01,REQ-1702,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-04-06 06:42:00
REC-1703-01,RUN-1703-01,REQ-1703,generated,"Allocate 150,000 units across 5 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,5.0,2270122.08,2026-02-16 00:03:00
REC-1704-01,RUN-1704-01,REQ-1704,generated,"Allocate 40,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,495907.02,2026-01-08 21:23:00
REC-1705-01,RUN-1705-01,REQ-1705,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-26 02:19:00
REC-1706-01,RUN-1706-01,REQ-1706,generated,"Allocate 170,000 units across 4 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,4.0,2260958.08,2026-02-18 15:50:00
REC-1707-01,RUN-1707-01,REQ-1707,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-28 19:15:00
REC-1708-01,RUN-1708-01,REQ-1708,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-12 15:22:00
REC-1709-01,RUN-1709-01,REQ-1709,generated,"Allocate 170,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,1553058.39,2026-01-24 02:36:00
REC-1710-01,RUN-1710-01,REQ-1710,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-27 16:13:00
REC-1711-01,RUN-1711-01,REQ-1711,generated,"Allocate 55,000 units across 5 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,5.0,686914.89,2026-03-09 20:09:00
REC-1712-01,RUN-1712-01,REQ-1712,generated,"Allocate 90,000 units across 5 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,5.0,976757.67,2026-01-07 03:37:00
REC-1713-01,RUN-1713-01,REQ-1713,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-04-09 15:23:00
REC-1714-01,RUN-1714-01,REQ-1714,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-04-03 09:33:00
REC-1715-01,RUN-1715-01,REQ-1715,generated,"Allocate 70,000 units across 5 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,5.0,943514.67,2026-01-25 03:48:00
REC-1716-01,RUN-1716-01,REQ-1716,generated,"Allocate 70,000 units across 6 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,6.0,954192.52,2026-01-12 14:01:00
REC-1717-01,RUN-1717-01,REQ-1717,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-18 00:30:00
REC-1718-01,RUN-1718-01,REQ-1718,generated,"Allocate 40,000 units across 4 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,4.0,465615.1,2026-03-12 17:06:00
REC-1719-01,RUN-1719-01,REQ-1719,generated,"Allocate 70,000 units across 3 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,3.0,836575.64,2026-01-16 20:26:00
REC-1720-01,RUN-1720-01,REQ-1720,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-14 04:18:00
REC-1721-01,RUN-1721-01,REQ-1721,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-15 10:00:00
REC-1722-01,RUN-1722-01,REQ-1722,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-19 15:24:00
REC-1723-01,RUN-1723-01,REQ-1723,generated,"Allocate 150,000 units across 4 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,4.0,1736421.33,2026-03-13 09:01:00
REC-1724-01,RUN-1724-01,REQ-1724,generated,"Allocate 120,000 units across 4 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,4.0,1131487.12,2026-01-07 03:13:00
REC-1725-01,RUN-1725-01,REQ-1725,generated,"Allocate 150,000 units across 5 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,5.0,2222346.74,2026-03-06 00:51:00
REC-1726-01,RUN-1726-01,REQ-1726,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-15 07:17:00
REC-1727-01,RUN-1727-01,REQ-1727,generated,"Allocate 90,000 units across 4 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,4.0,1142811.82,2026-03-31 07:23:00
REC-1728-01,RUN-1728-01,REQ-1728,generated,"Allocate 90,000 units across 6 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,6.0,1308373.11,2026-02-01 07:03:00
REC-1729-01,RUN-1729-01,REQ-1729,generated,"Allocate 135,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,1513652.43,2026-04-04 00:38:00
REC-1730-01,RUN-1730-01,REQ-1730,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-28 05:56:00
REC-1731-01,RUN-1731-01,REQ-1731,generated,"Allocate 90,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,1343416.84,2026-02-21 17:32:00
REC-1732-01,RUN-1732-01,REQ-1732,generated,"Allocate 40,000 units across 3 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,3.0,554604.76,2026-03-23 07:44:00
REC-1733-01,RUN-1733-01,REQ-1733,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-13 04:20:00
REC-1734-01,RUN-1734-01,REQ-1734,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-04-07 18:17:00
REC-1735-01,RUN-1735-01,REQ-1735,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-16 14:52:00
REC-1736-01,RUN-1736-01,REQ-1736,generated,"Allocate 90,000 units across 3 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,3.0,940243.91,2026-01-21 09:39:00
REC-1737-01,RUN-1737-01,REQ-1737,generated,"Allocate 90,000 units across 5 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,5.0,1183181.41,2026-04-02 12:04:00
REC-1738-01,RUN-1738-01,REQ-1738,generated,"Allocate 55,000 units across 3 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,3.0,530397.67,2026-04-12 14:51:00
REC-1739-01,RUN-1739-01,REQ-1739,generated,"Allocate 55,000 units across 4 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,4.0,661786.78,2026-01-16 16:03:00
REC-1740-01,RUN-1740-01,REQ-1740,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-27 23:48:00
REC-1741-01,RUN-1741-01,REQ-1741,generated,"Allocate 40,000 units across 3 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,3.0,438060.2,2026-02-17 07:08:00
REC-1742-01,RUN-1742-01,REQ-1742,generated,"Allocate 110,000 units across 4 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,4.0,1344560.69,2026-02-08 11:43:00
REC-1743-01,RUN-1743-01,REQ-1743,generated,"Allocate 40,000 units across 4 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,4.0,350601.09,2026-01-17 09:02:00
REC-1744-01,RUN-1744-01,REQ-1744,generated,"Allocate 40,000 units across 5 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,5.0,530167.86,2026-03-28 10:34:00
REC-1745-01,RUN-1745-01,REQ-1745,generated,"Allocate 170,000 units across 5 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,5.0,1646952.68,2026-03-15 10:28:00
REC-1746-01,RUN-1746-01,REQ-1746,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-12 15:32:00
REC-1747-01,RUN-1747-01,REQ-1747,generated,"Allocate 55,000 units across 4 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,4.0,637806.05,2026-02-15 17:15:00
REC-1748-01,RUN-1748-01,REQ-1748,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-15 08:09:00
REC-1749-01,RUN-1749-01,REQ-1749,generated,"Allocate 135,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,1602535.61,2026-03-06 22:13:00
REC-1750-01,RUN-1750-01,REQ-1750,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-29 00:07:00
REC-1751-01,RUN-1751-01,REQ-1751,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-08 01:11:00
REC-1752-01,RUN-1752-01,REQ-1752,generated,"Allocate 110,000 units across 4 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,4.0,1093834.08,2026-01-12 08:49:00
REC-1753-01,RUN-1753-01,REQ-1753,generated,"Allocate 55,000 units across 5 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,5.0,736696.58,2026-02-12 09:47:00
REC-1754-01,RUN-1754-01,REQ-1754,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-27 06:29:00
REC-1755-01,RUN-1755-01,REQ-1755,generated,"Allocate 55,000 units across 4 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,4.0,783169.03,2026-02-12 14:55:00
REC-1756-01,RUN-1756-01,REQ-1756,generated,"Allocate 110,000 units across 4 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,4.0,1498184.89,2026-01-07 01:08:00
REC-1757-01,RUN-1757-01,REQ-1757,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-17 04:51:00
REC-1758-01,RUN-1758-01,REQ-1758,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-19 06:59:00
REC-1759-01,RUN-1759-01,REQ-1759,generated,"Allocate 70,000 units across 6 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,6.0,849814.51,2026-01-08 17:32:00
REC-1760-01,RUN-1760-01,REQ-1760,generated,"Allocate 55,000 units across 6 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,6.0,763848.59,2026-03-19 12:34:00
REC-1761-01,RUN-1761-01,REQ-1761,generated,"Allocate 170,000 units across 4 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,4.0,1539975.97,2026-04-02 11:02:00
REC-1762-01,RUN-1762-01,REQ-1762,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-16 23:07:00
REC-1763-01,RUN-1763-01,REQ-1763,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-10 08:13:00
REC-1764-01,RUN-1764-01,REQ-1764,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-31 03:18:00
REC-1765-01,RUN-1765-01,REQ-1765,generated,"Allocate 70,000 units across 3 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,3.0,615121.52,2026-04-01 08:05:00
REC-1766-01,RUN-1766-01,REQ-1766,generated,"Allocate 110,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,936089.68,2026-03-06 07:26:00
REC-1767-01,RUN-1767-01,REQ-1767,generated,"Allocate 135,000 units across 4 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,4.0,1211488.06,2026-03-26 02:24:00
REC-1768-01,RUN-1768-01,REQ-1768,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-08 09:15:00
REC-1769-01,RUN-1769-01,REQ-1769,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-04-07 15:08:00
REC-1770-01,RUN-1770-01,REQ-1770,generated,"Allocate 55,000 units across 5 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,5.0,834697.34,2026-04-03 18:09:00
REC-1771-01,RUN-1771-01,REQ-1771,generated,"Allocate 150,000 units across 6 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,6.0,2279233.94,2026-03-02 02:41:00
REC-1772-01,RUN-1772-01,REQ-1772,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-11 06:15:00
REC-1773-01,RUN-1773-01,REQ-1773,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-27 22:26:00
REC-1774-01,RUN-1774-01,REQ-1774,generated,"Allocate 110,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,1682863.02,2026-02-19 23:54:00
REC-1775-01,RUN-1775-01,REQ-1775,generated,"Allocate 90,000 units across 4 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,4.0,1315989.41,2026-02-06 16:17:00
REC-1776-01,RUN-1776-01,REQ-1776,generated,"Allocate 70,000 units across 5 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,5.0,1037275.92,2026-02-10 03:59:00
REC-1777-01,RUN-1777-01,REQ-1777,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-15 02:58:00
REC-1778-01,RUN-1778-01,REQ-1778,generated,"Allocate 40,000 units across 4 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,4.0,371191.64,2026-01-06 19:47:00
REC-1779-01,RUN-1779-01,REQ-1779,generated,"Allocate 170,000 units across 5 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,5.0,1661003.04,2026-03-23 05:42:00
REC-1780-01,RUN-1780-01,REQ-1780,generated,"Allocate 90,000 units across 4 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,4.0,806260.81,2026-03-31 06:30:00
REC-1781-01,RUN-1781-01,REQ-1781,generated,"Allocate 110,000 units across 4 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,4.0,958347.32,2026-02-10 22:34:00
REC-1782-01,RUN-1782-01,REQ-1782,generated,"Allocate 70,000 units across 5 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,5.0,620352.4,2026-01-24 11:39:00
REC-1783-01,RUN-1783-01,REQ-1783,generated,"Allocate 55,000 units across 4 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,4.0,791399.19,2026-03-24 09:29:00
REC-1784-01,RUN-1784-01,REQ-1784,generated,"Allocate 70,000 units across 6 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,6.0,1011495.6,2026-01-19 10:58:00
REC-1785-01,RUN-1785-01,REQ-1785,generated,"Allocate 55,000 units across 3 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,3.0,845726.09,2026-03-02 03:15:00
REC-1786-01,RUN-1786-01,REQ-1786,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-23 11:19:00
REC-1787-01,RUN-1787-01,REQ-1787,generated,"Allocate 55,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,848228.06,2026-03-15 01:50:00
REC-1788-01,RUN-1788-01,REQ-1788,generated,"Allocate 40,000 units across 3 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,3.0,547781.51,2026-02-23 14:38:00
REC-1789-01,RUN-1789-01,REQ-1789,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-23 18:02:00
REC-1790-01,RUN-1790-01,REQ-1790,generated,"Allocate 90,000 units across 5 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,5.0,797552.92,2026-04-13 08:58:00
REC-1791-01,RUN-1791-01,REQ-1791,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-14 20:59:00
REC-1792-01,RUN-1792-01,REQ-1792,generated,"Allocate 90,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,1187000.24,2026-03-11 06:48:00
REC-1793-01,RUN-1793-01,REQ-1793,generated,"Allocate 110,000 units across 3 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,3.0,1339623.76,2026-03-01 15:49:00
REC-1794-01,RUN-1794-01,REQ-1794,generated,"Allocate 170,000 units across 3 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,3.0,1445307.86,2026-04-10 04:24:00
REC-1795-01,RUN-1795-01,REQ-1795,generated,"Allocate 55,000 units across 6 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,6.0,525536.18,2026-03-09 05:53:00
REC-1796-01,RUN-1796-01,REQ-1796,generated,"Allocate 40,000 units across 6 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,6.0,363909.62,2026-04-04 09:57:00
REC-1797-01,RUN-1797-01,REQ-1797,generated,"Allocate 90,000 units across 3 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,3.0,1094141.41,2026-02-09 02:49:00
REC-1798-01,RUN-1798-01,REQ-1798,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-15 01:05:00
REC-1799-01,RUN-1799-01,REQ-1799,generated,"Allocate 110,000 units across 5 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,5.0,1073590.52,2026-03-02 13:40:00
REC-1800-01,RUN-1800-01,REQ-1800,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-02 14:56:00
REC-1801-01,RUN-1801-01,REQ-1801,generated,"Allocate 55,000 units across 5 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,5.0,687040.39,2026-03-27 23:02:00
